GeneID	Length	logFC	AveExpr	t	P.Value	adj.P.Val	B
AZIN2	AZIN2	5636	2.94438915777133	7.1034127755543	12.087039605483	2.1038277963051e-08	8.80602206167705e-08	9.77079860033391
SRGAP2C	SRGAP2C	5976	1.37786001513949	8.86710272020543	12.0605555476362	2.15951485593879e-08	9.00904123990797e-08	9.64304783716208
PRDM16-DT	PRDM16-DT	3848	5.82233490398652	4.21545813582612	12.0591191756259	2.16257986532489e-08	9.00904123990797e-08	8.66181986722881
F5	F5	9132	-3.65702690604168	6.85202992012425	-12.0473040454093	2.18796917594269e-08	9.09326196526535e-08	9.67387922366618
ESRRG	ESRRG	8078	5.06037035282895	5.84816606027729	12.0377211218874	2.20879626533926e-08	9.1403013669674e-08	9.16712045766285
TACSTD2	TACSTD2	1820	-7.16130551994873	5.20092922144947	-12.0373138730495	2.20968605287892e-08	9.1403013669674e-08	8.72496511098669
AGMAT	AGMAT	3095	-3.29243531300574	6.50426830564138	-12.0207620266246	2.24617669627309e-08	9.25854626971674e-08	9.59986853413862
PCP4L1	PCP4L1	1406	5.67251598619561	5.70865931391108	12.0195809733393	2.24880503820765e-08	9.25854626971674e-08	9.00938226176289
CHRM3	CHRM3	9875	2.62384592167912	7.46347791262671	12.0092178930069	2.27200904920781e-08	9.33222408529752e-08	9.75429462359264
THRAP3	THRAP3	4537	-0.679058004717423	10.6264762089635	-12.0045966244926	2.28243911876287e-08	9.35321205311216e-08	9.02380360170197
CNST	CNST	5577	1.24927357610049	9.29197897463644	11.9808202634798	2.33691865633059e-08	9.55419301820739e-08	9.45679939452108
PRELP	PRELP	5769	5.06214298319208	5.91876695667991	11.9692304567721	2.3639782606807e-08	9.64239856676721e-08	9.14193792410539
PPP1R15B	PPP1R15B	5276	-0.887184515343039	9.88404034197796	-11.95136256328	2.40635549321631e-08	9.79252999322747e-08	9.21159837132651
FAAH	FAAH	2042	2.34572034387361	7.98368385794916	11.941311759226	2.43054995084369e-08	9.86814506601202e-08	9.68847578540245
CD1B	CD1B	1391	-5.76740743712193	3.1112111060101	-11.9389646901755	2.43623729944225e-08	9.86844509774074e-08	8.39644203224123
CAPN2	CAPN2	3605	-0.653918259718096	10.6282717960245	-11.9325289658249	2.45190541620613e-08	9.90907981997787e-08	8.94654011710462
CD34	CD34	8164	3.64786991744686	6.41498332480433	11.8317580958122	2.71183972007269e-08	1.09344363024949e-07	9.33634591171738
FCGR3A	FCGR3A	2580	5.36794225967722	5.13989653801484	11.8188324080102	2.74726031525136e-08	1.10519076297755e-07	8.67361368230441
DPH2	DPH2	2666	-1.52590963178456	8.42313464355325	-11.8065881562447	2.78127086657666e-08	1.11631830672186e-07	9.45016680794234
VASH2	VASH2	4473	-4.35230253080233	5.92946887866253	-11.7984268113226	2.80419071754963e-08	1.12295382265427e-07	9.16271568378553
NUF2	NUF2	1964	-5.75736013857392	5.99712219337044	-11.7855769573735	2.8406884691347e-08	1.13498416562245e-07	8.99702847079607
OR2L13	OR2L13	2046	5.46160128239979	3.24232654344923	11.7693044163301	2.88763947026281e-08	1.15112702692109e-07	8.32334270341205
CLK2	CLK2	2154	-1.3095183897233	8.88798236523561	-11.7548274901597	2.93010851822697e-08	1.16376737541443e-07	9.29267473439766
SIKE1	SIKE1	5556	-1.25721212492928	8.94830084885618	-11.7539892788029	2.93258786864956e-08	1.16376737541443e-07	9.27629131491766
EPS8L3	EPS8L3	2222	-5.9032927727519	3.96372466754619	-11.7330283787288	2.99532455424515e-08	1.18598661404572e-07	8.38101450549846
GRIK3	GRIK3	9491	3.22695078599166	7.5334721814442	11.7307169085903	3.00233035407606e-08	1.18608916010465e-07	9.47267481500112
FBLIM1	FBLIM1	3992	-3.13836424858925	7.00462802970659	-11.7229788819629	3.02591141251077e-08	1.19272472268922e-07	9.43323767073248
GPR88	GPR88	3492	5.68356610104584	4.14633049198392	11.7198878981775	3.03538632601372e-08	1.19378281009667e-07	8.40570282840091
NECAP2	NECAP2	2082	-1.45918112271114	8.55299754129815	-11.6989081491118	3.10054205760595e-08	1.21668592349805e-07	9.31028772319779
PHACTR4	PHACTR4	6457	-1.53533186492387	8.57158867077058	-11.6806508868218	3.158462083335e-08	1.23665397383139e-07	9.29064383199517
RNF220	RNF220	3355	0.878855716371579	10.3608722192244	11.6453491657849	3.27376693283358e-08	1.27895161509365e-07	8.76370896461653
SETDB1	SETDB1	4716	-1.25230944824966	8.85861859392248	-11.6197266899645	3.36027652399652e-08	1.30983727919864e-07	9.15458002994333
TRIM46	TRIM46	3950	2.46208170049831	7.51721078556886	11.6074273575892	3.40266961493266e-08	1.3234276953654e-07	9.36493804496178
FOXD2-AS1	FOXD2-AS1	2509	-4.6790177662868	4.88198470300943	-11.5707378603743	3.53256807249383e-08	1.37091714601416e-07	8.54447600912293
CYP4X1	CYP4X1	2836	4.64710553625529	5.15466824389124	11.5575100818333	3.58069458929545e-08	1.38586949440972e-07	8.57780769403298
TMEM240	TMEM240	1381	4.14328423655133	5.89311613653562	11.5558282814752	3.58686359474644e-08	1.38586949440972e-07	8.90359905087679
INTS7	INTS7	4571	-1.67241174646132	8.15870477089059	-11.5210925168662	3.71685590059734e-08	1.42995489687348e-07	9.20301743111841
MFSD4A-AS1	MFSD4A-AS1	3611	5.40475658567646	3.21501509382513	11.5209939118299	3.71723201291912e-08	1.42995489687348e-07	8.13573606678279
ATAD3A	ATAD3A	2788	-1.92630092619697	8.45309327578301	-11.5181517642405	3.72809044014905e-08	1.4310006536642e-07	9.15853532316707
FRRS1	FRRS1	7471	-4.56481572662988	5.06567814319517	-11.4988505963205	3.80273497561789e-08	1.45372939345691e-07	8.57664130834733
KLHL17	KLHL17	2567	-1.63011215357634	8.14088287807252	-11.4985672677423	3.80384255398281e-08	1.45372939345691e-07	9.18075454425848
HIPK1	HIPK1	8630	0.690899291075328	10.6945415278981	11.4889106431334	3.84179915455122e-08	1.4650505235794e-07	8.47058949966249
SERPINC1	SERPINC1	2053	-5.91475256371331	3.97532193759206	-11.4552903969797	3.97714359231179e-08	1.50917201105721e-07	8.178205633873
PSMD4	PSMD4	1309	-0.769928345606241	10.154018080442	-11.454824600704	3.97905421474802e-08	1.50917201105721e-07	8.59071538379397
AGTRAP	AGTRAP	1280	-2.02067538893006	7.64799139288006	-11.4538018962498	3.9832526344172e-08	1.50917201105721e-07	9.19787536335541
KLHDC8A	KLHDC8A	3613	4.53658397352933	5.90860757486222	11.4286829626145	4.08787425226217e-08	1.54548020117783e-07	8.74885144179985
ATP5PB	ATP5PB	2628	-0.727778028029292	10.2706674220575	-11.3326829376084	4.51565483030982e-08	1.703545320104e-07	8.41724798956558
S100A8	S100A8	726	5.49945497801775	3.26023687059169	11.3278428897001	4.5384544368173e-08	1.70848027835649e-07	8.00636246294081
IER5	IER5	4201	-1.07167747060392	9.230488975759	-11.3243038501152	4.55520347318207e-08	1.70990054888892e-07	8.73705931652881
FLAD1	FLAD1	3106	-1.52707858706802	8.36242508124948	-11.3229390891766	4.56168007638739e-08	1.70990054888892e-07	8.95134476288468
MCOLN3	MCOLN3	2850	-5.41464957842691	2.92589733672745	-11.3156109874936	4.59662526059057e-08	1.71933344853579e-07	7.8795699391834
C4BPB	C4BPB	1203	-6.27493942448084	4.51990152184358	-11.2642917096522	4.84952587727108e-08	1.81007781151647e-07	8.0915840987152
GJA4	GJA4	1621	5.61390889232522	3.31713130516397	11.2584163905509	4.87941593842672e-08	1.81737568215131e-07	7.96948798425901
LYPLA2	LYPLA2	1635	-1.22240598253226	8.82127025865371	-11.2480016910376	4.93288527828984e-08	1.83185047698686e-07	8.76180533980072
SFT2D2	SFT2D2	11040	-1.54951877849921	8.4723273119362	-11.246795358196	4.93911903351405e-08	1.83185047698686e-07	8.84858326858087
KIF26B	KIF26B	13593	3.50380444031196	6.26090739697025	11.2129996160885	5.11723159908001e-08	1.8939143476174e-07	8.75048841045315
PLA2G2A	PLA2G2A	1027	-5.4122186485805	2.93063921288765	-11.1989190693331	5.19345769593275e-08	1.91406679862679e-07	7.795241759964
AQP10	AQP10	1814	-5.4122186485805	2.93063921288765	-11.1989190693331	5.19345769593275e-08	1.91406679862679e-07	7.795241759964
AHCTF1	AHCTF1	9072	-1.01346924541385	9.57115901969874	-11.1856100919917	5.2666248754918e-08	1.93697207763903e-07	8.48300328600325
ADIPOR1	ADIPOR1	2423	-0.726919390663723	10.2130397760708	-11.1657445441543	5.37789715192335e-08	1.97376684615475e-07	8.25076697465208
DAB1	DAB1	7726	3.35625687143273	6.80444722861686	11.1492398882465	5.47225799961813e-08	2.00421449236014e-07	8.8032538576307
LINC02607	LINC02607	1664	5.6086880226529	4.10974697228199	11.1388313424754	5.5326759817163e-08	2.02212980787053e-07	7.95868391655812
RCAN3	RCAN3	7118	1.39187246305823	8.84303889397751	11.1285688583633	5.59294556829228e-08	2.03991666163025e-07	8.6603886246853
NECTIN4	NECTIN4	3458	-5.33107631373649	2.88686753624813	-11.0905666396905	5.8223171699064e-08	2.1191787960032e-07	7.69707619362182
NADK	NADK	4207	-1.22944545518842	9.28628416664357	-11.0799667279509	5.88807629032409e-08	2.13868556165077e-07	8.4588921389485
B4GALT2	B4GALT2	2425	-0.918679485023816	9.70116090879065	-11.0081232629078	6.35526910277265e-08	2.30362125415965e-07	8.2417851464193
UTP11	UTP11	2023	-1.45092357919846	8.34358182286208	-10.9967737993315	6.43263246652382e-08	2.32686581813763e-07	8.59750309152275
SLC35F3	SLC35F3	3514	3.18692007225085	6.63404156055911	10.9859127837979	6.50761053036058e-08	2.34915386291045e-07	8.62305588560374
VAMP4	VAMP4	4977	1.63892174919307	8.43345823702747	10.9828080398643	6.52921532040482e-08	2.35212306009665e-07	8.5993313955922
EPHA10	EPHA10	6642	3.90258080916456	5.88935362690225	10.9190183390661	6.99052262438146e-08	2.51315721342794e-07	8.35672976469128
TRIM17	TRIM17	2635	3.51597802609408	6.45083127579008	10.8860391273193	7.24258594558527e-08	2.59846246782427e-07	8.47402799211737
URB2	URB2	5663	-1.88218262474433	7.80409593720181	-10.8766793294306	7.31588256884402e-08	2.61941375886513e-07	8.56796570733405
PPIH	PPIH	873	-2.11940619693146	7.34892679278104	-10.8561235616352	7.47965496672167e-08	2.67260842103592e-07	8.58500557031475
TRIM63	TRIM63	1771	-5.238129623708	2.83704033419228	-10.8088862514568	7.87105625930266e-08	2.80675799266817e-07	7.46292466599276
LINC01128	LINC01128	9233	1.31650839389512	8.64159898042665	10.7827694611787	8.09681365209818e-08	2.88141668024061e-07	8.31589095514792
IGSF9	IGSF9	4059	-4.31940303276643	4.94766103211637	-10.763742698013	8.26564099021622e-08	2.93555492137376e-07	7.93639827853557
MARK1	MARK1	7153	2.27226709612903	7.63996487817388	10.7601066307723	8.29833082999402e-08	2.9412229030503e-07	8.47718843957842
UQCRH	UQCRH	685	-0.843075605888832	10.3774201997146	-10.752945509512	8.36311754772786e-08	2.95822145853231e-07	7.73119112323988
FAM78B	FAM78B	7227	3.3774061175701	6.27177073595332	10.7384873578639	8.49557535094463e-08	2.99904045521298e-07	8.30752408300335
ARHGEF19	ARHGEF19	3322	-4.33449068779071	5.28020298227543	-10.7360697359296	8.51794244653691e-08	3.00091038497232e-07	8.02261267252089
AK4	AK4	7337	-0.7821683635196	10.2100808124639	-10.7263302912857	8.60868885873773e-08	3.02681500273219e-07	7.75457035177841
KRTCAP2	KRTCAP2	547	-1.50579070334156	8.32835578758401	-10.7185968090544	8.68148138505516e-08	3.04631622254031e-07	8.29303323626314
IPO9	IPO9	11416	-0.77889815761776	10.5033399918543	-10.7129393423512	8.73514998942712e-08	3.0590425660185e-07	7.64084059663804
TRNP1	TRNP1	1961	1.31237850222545	8.70325876050953	10.6931673309253	8.92551877485733e-08	3.11949542866783e-07	8.20043746401209
FAM43B	FAM43B	2448	2.71884907412427	6.90613926418575	10.6853964927784	9.00154845248969e-08	3.13982582926129e-07	8.37979949695287
CSMD2	CSMD2	13920	2.88319884926299	6.64753745121763	10.678658818018	9.06803045861537e-08	3.15675198935561e-07	8.33449039544754
PLEKHN1	PLEKHN1	3212	-5.76531333713299	3.90345432715219	-10.6738929632369	9.11537313994393e-08	3.16012649130816e-07	7.54896842708923
RPA2	RPA2	1969	-1.14503120760088	9.07229858940354	-10.672463976867	9.129619758806e-08	3.16012649130816e-07	8.05327846137305
MAGI3	MAGI3	7559	1.57438583717258	8.22475948367834	10.6722604237436	9.13165106703382e-08	3.16012649130816e-07	8.28923166978226
CYP2J2	CYP2J2	2055	3.73294537925753	5.83599679386127	10.6642753304485	9.21171900552939e-08	3.18157210446379e-07	8.11641116728336
LMOD1	LMOD1	3927	3.92521217316666	6.14881558799061	10.6140842629455	9.7325034149788e-08	3.35485117716328e-07	8.12502900365561
ANP32E	ANP32E	3509	-0.737601518862027	10.1717773446689	-10.6117629568288	9.75733894484995e-08	3.35683011057656e-07	7.63299007032373
SNRPE	SNRPE	1713	-1.9011116556049	7.55765076396614	-10.5912635605764	9.97962600953336e-08	3.42659814936712e-07	8.2790274421753
BRINP3	BRINP3	3359	3.58373845277869	5.76094925451818	10.5673612145639	1.02456727443543e-07	3.51109019192491e-07	8.01675556544522
ZYG11A	ZYG11A	4445	-5.5523483105584	3.7835234450209	-10.5511997656515	1.04298508360508e-07	3.56725248439247e-07	7.4235149522947
SLC19A2	SLC19A2	3638	-1.71772265685921	8.0690959047832	-10.5378197431314	1.05850105850192e-07	3.61329099193472e-07	8.14632776074019
DNAH14	DNAH14	16028	-3.65513848729911	5.73521947572722	-10.5354579062024	1.06126547212556e-07	3.6157067829394e-07	8.01369766022109
RAB42	RAB42	2141	-4.32219529121938	4.70439426099476	-10.5228826421855	1.07611476494902e-07	3.65920649280538e-07	7.63776638007866
SLAMF8	SLAMF8	3116	4.99038755118837	3.00774904697693	10.4313874573605	1.19107927666732e-07	4.03452286778643e-07	7.21987197716524
LINC01351	LINC01351	1423	4.99038755118837	3.00774904697693	10.4313874573605	1.19107927666732e-07	4.03452286778643e-07	7.21987197716524
TRAF5	TRAF5	4127	-2.07357074027713	7.38806569431826	-10.4165768940466	1.21089245396608e-07	4.09374795013918e-07	8.10131688958125
SAMD11	SAMD11	2557	-3.29040511705415	6.13957830807409	-10.3954967899322	1.23970288937668e-07	4.18310495110211e-07	7.97467094780222
CLIC4	CLIC4	4253	-0.482022545449006	11.0858492269428	-10.3922677672369	1.24418037863294e-07	4.19017070045347e-07	7.05807899498218
CCDC18	CCDC18	4790	-3.03546838107385	6.1923585798877	-10.3900507988456	1.24726452232327e-07	4.19252587044802e-07	7.98868482079892
CLCA4	CLCA4	3211	5.37104817423077	3.19970568644467	10.3873419968675	1.25104398112983e-07	4.19720480692032e-07	7.24151716587877
GPR61	GPR61	2838	5.46740309091292	4.03752707424559	10.379476511162	1.26208786889147e-07	4.2196596388238e-07	7.32309209736431
STMN1	STMN1	3526	0.430468014223914	12.336639516676	10.3791578252125	1.2625375256094e-07	4.2196596388238e-07	6.56561944520504
AKR7A2	AKR7A2	2619	-1.12992063710129	8.83738716183082	-10.3668877866192	1.2799811101884e-07	4.26440479416842e-07	7.75884875922819
CRB1	CRB1	5543	5.95969218061622	4.6541951722853	10.3663323124597	1.28077686650792e-07	4.26440479416842e-07	7.36562856692854
GJC2	GJC2	2165	3.9145067732322	6.32744043905644	10.3398484346457	1.3193374954396e-07	4.38449020223596e-07	7.88475769958113
TOR1AIP2	TOR1AIP2	16079	-0.969783296952009	9.22476294347393	-10.33334602709	1.32899357289773e-07	4.40824660595135e-07	7.6096369786831
SLC22A15	SLC22A15	4705	3.18106575484919	6.63342374399448	10.3259399846433	1.340083659837e-07	4.43666115629651e-07	7.95223407685914
PRPF38A	PRPF38A	5233	-0.990016754818835	9.2928214501531	-10.290153817444	1.39508303154354e-07	4.61006761175479e-07	7.53913480260943
UQCRHL	UQCRHL	538	-1.12877398606126	9.08281261003688	-10.2447849375711	1.46830288592547e-07	4.84292021286487e-07	7.55129292391446
SNX27	SNX27	7218	0.872941734351081	9.76086447706212	10.2405400503414	1.47536080446251e-07	4.85069305271406e-07	7.35871723292451
RGS1	RGS1	1352	5.35839723212513	3.98351942137148	10.2400500100376	1.47617791991014e-07	4.85069305271406e-07	7.1939354289342
NUCKS1	NUCKS1	6399	-0.306374895771277	12.4804949187066	-10.2273700648754	1.49749011759204e-07	4.9075240363062e-07	6.29857853098009
MRPL9	MRPL9	1264	-1.17860244137824	8.83203818010002	-10.2247592439458	1.5019190275449e-07	4.9075240363062e-07	7.59467658032062
PAX7	PAX7	6473	5.01598201188513	3.02128173273383	10.2243904264965	1.50254580497364e-07	4.9075240363062e-07	7.05100336936553
LRRC41	LRRC41	2948	-0.822809003402929	9.86015522554905	-10.2231598776558	1.50463905322471e-07	4.9075240363062e-07	7.27778069552298
LEFTY2	LEFTY2	2296	-6.33292007040497	4.78299907020606	-10.2148148490262	1.51891702363561e-07	4.94448254658332e-07	7.23304755157
EGLN1	EGLN1	7097	-0.710660726590341	10.3584577963397	-10.2120381635163	1.52369986154738e-07	4.94448254658332e-07	7.09670254452904
ZMYM1	ZMYM1	4671	-2.28197046429311	6.91308457096841	-10.2116277532743	1.52440815713775e-07	4.94448254658332e-07	7.88909174243406
ARMH1	ARMH1	1693	-2.83712672266703	6.56229801747219	-10.196159868151	1.55136124197724e-07	5.02263915910865e-07	7.84152835824387
EFNA4	EFNA4	1254	-4.0952235426139	4.83247179132505	-10.1806694152104	1.57886474487636e-07	5.10228717186146e-07	7.38943555541151
ARHGEF16	ARHGEF16	2822	-2.58363127945541	6.55279875306793	-10.1757902213017	1.58763538215583e-07	5.12121651711917e-07	7.82561196315721
IRF6	IRF6	4511	3.38399054665288	6.3232477573997	10.1372153298825	1.65883686379965e-07	5.34109012190435e-07	7.70388544415866
ESPN	ESPN	3570	-1.80236710225014	7.6511041753517	-10.1215157661029	1.68878547062137e-07	5.42757743574473e-07	7.7341238524927
UROD	UROD	1262	-0.779247895382079	9.70784601722246	-10.1054714593257	1.71998954355583e-07	5.51477154192439e-07	7.18366441112121
FHL3	FHL3	1656	-2.09857580227545	7.13087690845295	-10.1043519354892	1.72218974773407e-07	5.51477154192439e-07	7.76429872559963
ENSA	ENSA	5028	0.52971452755801	10.8260934615579	10.086099940993	1.75848790174649e-07	5.62076678412786e-07	6.79932149792414
DCAF6	DCAF6	4011	0.940358789224502	9.46623281148216	10.0760373762422	1.77884841977228e-07	5.67552726308471e-07	7.25773146289027
ZNF697	ZNF697	5579	-2.07868624443967	7.06835512078489	-10.0708534734333	1.78943567811195e-07	5.69896362703046e-07	7.7284634503862
ACP6	ACP6	8069	-1.97471020460039	7.18558608033151	-10.0479632531987	1.83699681149175e-07	5.83985604810578e-07	7.69571538147214
OLFML3	OLFML3	2113	-1.97942555090596	7.33319176950249	-10.026674541439	1.88244403180336e-07	5.97353178323161e-07	7.66117042074883
MFAP2	MFAP2	1176	-5.95968292342066	4.60338314747347	-10.0247642156647	1.88658054621999e-07	5.97587135181033e-07	7.04443478137026
UBR4	UBR4	15892	-0.424646645672995	11.4881802353652	-10.0132438074089	1.91173299798398e-07	6.04465217707885e-07	6.45220480695087
WDTC1	WDTC1	4706	0.729020975997527	9.95766702247882	9.9818733164092	1.98205784658861e-07	6.25575887666566e-07	6.97588895744892
HS2ST1	HS2ST1	7269	-0.922474793421463	9.22752496161974	-9.9705486843649	2.00811959163426e-07	6.32665634783696e-07	7.17292784424828
TMEM125	TMEM125	1892	4.01579738926983	5.64805340972866	9.95124808287509	2.05338414932861e-07	6.45769111720876e-07	7.34775668664463
RNF223	RNF223	1900	-5.02888634507174	2.74145700064074	-9.94903691831693	2.05863904392301e-07	6.46265614145829e-07	6.72648411182647
RABGGTB	RABGGTB	1709	-1.09169517460108	9.35560908888768	-9.94458775899552	2.06925618590108e-07	6.48440708523011e-07	7.10968635298818
YARS1	YARS1	3117	-0.523272590873392	10.8464060338128	-9.94071772656097	2.07853892122497e-07	6.49538818150135e-07	6.59709695776268
LUZP1	LUZP1	8487	0.881978707803249	9.5503289215426	9.94004797453368	2.08014991250583e-07	6.49538818150135e-07	7.06350355592435
DPH5	DPH5	1808	-1.7120095977695	7.61800151594831	-9.93840275078521	2.08411292533073e-07	6.49622433108409e-07	7.52241142286158
PLD5	PLD5	9036	6.13627393836729	4.98410794607322	9.93077025617731	2.10260387178983e-07	6.53152791348959e-07	6.99038777051842
NAXE	NAXE	1111	-0.844451830507147	9.49494246974756	-9.93066108520986	2.10286962402452e-07	6.53152791348959e-07	7.04018027897783
FOXD3-AS1	FOXD3-AS1	1235	-4.92309842846877	2.67857230889175	-9.91975234097285	2.12960631808982e-07	6.60290636190813e-07	6.68148538094713
TNFRSF18	TNFRSF18	1083	-3.57141911712277	5.6393819161497	-9.90537023862123	2.16541236945508e-07	6.70210377729231e-07	7.36490826368746
TMCO1	TMCO1	4670	-0.986021864685742	9.31351017780397	-9.90160835293956	2.17488379637724e-07	6.71958824961544e-07	7.06558529690689
NPR1	NPR1	4185	-2.64010487129086	6.39665911295654	-9.88026967268389	2.22945319072464e-07	6.87610299876124e-07	7.4857372889919
RNF115	RNF115	9135	0.938921112157681	9.35212476531676	9.86951317017337	2.25751362039367e-07	6.95045349326106e-07	7.03995582010693
ITGB3BP	ITGB3BP	1534	-2.01312637970762	7.08617642136391	-9.86220716510573	2.27678776419046e-07	6.99754001651544e-07	7.48775325488871
GPR157	GPR157	5197	-3.64614645092366	5.49438213965629	-9.8432507819672	2.32762150813364e-07	7.14128902495452e-07	7.26778574034747
FCRLA	FCRLA	2106	-3.99053605884922	4.77951509636431	-9.81785862943894	2.39762147642143e-07	7.34323790165308e-07	7.03483443087731
TFAP2E	TFAP2E	2245	2.94771974775767	6.23024474126441	9.81438423534509	2.40737307887345e-07	7.34953900472688e-07	7.36723871361364
MFN2	MFN2	4677	0.550158950580501	10.8488237816124	9.81414713810042	2.40804008346e-07	7.34953900472688e-07	6.45828589545073
SELENOF	SELENOF	1993	-0.715821511475018	9.95571345020237	-9.78465672404801	2.49256218268591e-07	7.59432290669294e-07	6.70959896648384
RUNX3	RUNX3	4764	-4.18519188467878	6.09130332559049	-9.76004788495332	2.5655190798631e-07	7.80308398338983e-07	7.26096997445289
PROX1-AS1	PROX1-AS1	3399	4.99674474469428	3.00822424304069	9.75696980794541	2.57480379688406e-07	7.8177980568604e-07	6.63823096554668
KLHDC9	KLHDC9	1366	2.9579442890001	6.15699099148075	9.74108879783331	2.62328093423639e-07	7.95125496963376e-07	7.27781066189824
C1orf112	C1orf112	5448	-2.63700950743033	6.63966906543703	-9.71752790946499	2.69700537428782e-07	8.16064620997932e-07	7.32234581755146
SOX13	SOX13	4076	-1.40967399504917	8.39069527953936	-9.71008821333917	2.72074217484766e-07	8.21832430134397e-07	7.09125581459283
FMO5	FMO5	3176	-3.11856082309873	6.16149742560207	-9.66257943321047	2.87768186440936e-07	8.67746949851057e-07	7.20595136833455
CRYBG2	CRYBG2	5245	-4.91756355010827	2.68561006897029	-9.65664689862908	2.89794818684422e-07	8.72361800080847e-07	6.45305999567647
EXOSC10	EXOSC10	2796	-0.747029897147878	9.82626257235709	-9.64238661352454	2.94728932079152e-07	8.85698226658375e-07	6.57535829734775
TFB2M	TFB2M	1784	-2.03146213882312	7.25764377142966	-9.62942604215515	2.99291197762761e-07	8.97873593288283e-07	7.20272595153542
CEP170	CEP170	7214	0.642982630934639	10.2991289508696	9.61510781921234	3.0441918825105e-07	9.11701759702464e-07	6.40389263728787
ISG20L2	ISG20L2	3089	-1.38457880608242	8.31241950154634	-9.60704306066816	3.07348769319297e-07	9.18910096026063e-07	6.98161566113758
KIF17	KIF17	4088	3.18235368554017	6.03608066316128	9.60176133329179	3.09283697550707e-07	9.23125195745573e-07	7.10042268713932
CFAP74	CFAP74	5355	4.32620773825337	4.61964722391375	9.59358276490775	3.12305572946313e-07	9.30564741084098e-07	6.70030112613822
GNPAT	GNPAT	2641	-0.934115527764771	9.18751704264426	-9.56445246026772	3.23327558109006e-07	9.60822329649125e-07	6.68421552604634
SMAP2	SMAP2	3236	0.726031051851867	10.1937773584271	9.56386680116045	3.2355336698082e-07	9.60822329649125e-07	6.38003135771848
TMCO4	TMCO4	5579	-2.85151968465764	6.35320497704391	-9.54586865126977	3.30575545061684e-07	9.80019912678652e-07	7.10218307270177
BSDC1	BSDC1	5261	0.787992489851347	10.1163077532797	9.52139718426073	3.40385525412548e-07	1.00623975225816e-06	6.35577608868537
CD1C	CD1C	2442	-4.74683411953408	2.59496754912411	-9.52095738112415	3.40564648801824e-07	1.00623975225816e-06	6.30509232290463
AMY2B	AMY2B	2242	3.13083871039378	6.39475184800232	9.50302339862128	3.47955215597429e-07	1.02635112251725e-06	7.03581952918685
RFX5	RFX5	3618	-0.95144120693401	9.2027534781273	-9.45216062735625	3.69862564945662e-07	1.089143030443e-06	6.53838201043213
PRMT6	PRMT6	2621	-1.43156656459719	7.87912681429999	-9.44388060700563	3.73566113284504e-07	1.09820940995679e-06	6.87494194059219
NT5C1A	NT5C1A	1107	4.69272848405972	2.85708292136327	9.41653143759825	3.86083010871856e-07	1.13311174142358e-06	6.28288765135656
TNFRSF14-AS1	TNFRSF14-AS1	4619	-3.4198247826524	5.36059746622641	-9.41410502748974	3.87214927689445e-07	1.13453973813007e-06	6.79948145852915
HEYL	HEYL	4077	3.86553536648035	4.76464628587071	9.39417187980586	3.96648885463553e-07	1.16024748859389e-06	6.57745472205208
TUT4	TUT4	5853	-0.883675606823576	9.15713210642781	-9.35771727394062	4.14542574857751e-07	1.21057449601317e-06	6.42993183834246
RASAL2	RASAL2	15321	1.22308451775825	8.72338336327893	9.3482870714309	4.19310303764821e-07	1.22246685575216e-06	6.5764109651112
LPGAT1	LPGAT1	8662	0.744264431268395	9.87397681813762	9.34185716660636	4.22594672831491e-07	1.23000237555921e-06	6.20194475472212
LYST	LYST	16717	1.02778034931027	9.18151744921971	9.32822006994384	4.29651654980265e-07	1.24847538752943e-06	6.4186317794901
SLC2A5	SLC2A5	5891	2.79018646024977	6.07379343859308	9.31113207845229	4.38672423371415e-07	1.27258435690916e-06	6.7956566567283
CCNL2	CCNL2	5315	-0.456502096213176	11.1651456748428	-9.30564609052672	4.41611171133913e-07	1.27899907554105e-06	5.68092900001108
SLC25A44	SLC25A44	3824	0.929163318215779	9.27615008575199	9.29398092875785	4.47930053344681e-07	1.29516617398018e-06	6.34154723105312
G0S2	G0S2	876	-3.25683902417149	5.98896923357036	-9.29052634007208	4.498198281683e-07	1.29849467638731e-06	6.7664265752772
FAM72C	FAM72C	1244	-4.67805284405894	2.56215641580455	-9.28817554924042	4.51110652107642e-07	1.30008610886104e-06	6.08309165547264
SRSF11	SRSF11	5283	-0.501181196200491	11.0470474703127	-9.23358341545903	4.82226508422472e-07	1.38748641866891e-06	5.63080085530184
RRP15	RRP15	7765	-1.5664279158725	8.02713732468764	-9.23020628133699	4.84225138929841e-07	1.39096044810239e-06	6.58259174235853
DFFA	DFFA	7390	-0.88238776466828	9.27608832655324	-9.16569283049416	5.24151613251218e-07	1.50296311662672e-06	6.14647532110078
ACBD6	ACBD6	1293	-1.1493640453825	8.54019635279791	-9.16381905632981	5.25362501635363e-07	1.50296311662672e-06	6.35918393160193
RCSD1	RCSD1	7472	-1.56648711848454	7.55685616592801	-9.16235635189804	5.26309818489145e-07	1.50296311662672e-06	6.58292502452806
RPS14P3	RPS14P3	838	-2.47560645743646	6.36028839791254	-9.16185406996039	5.26635540296962e-07	1.50296311662672e-06	6.66526075470175
CADM3-AS1	CADM3-AS1	3294	4.55424068270771	2.78806028169846	9.13892183655891	5.41738179288173e-07	1.54111837883024e-06	6.0012976699835
